sample_id,split,scenario_group,ci_platform,source_dataset,source_pipeline_id,source_run_id,timestamp,repository,branch,language,os,cloud_provider,failure_stage,severity,cpu_usage_pct,memory_usage_mb,retry_count,error_type,error_message,stack_trace_summary,failed_file,important_log_excerpt,raw_github_actions_log,model_input_text,root_cause_label,label_verified,label_method,neutral_run_context
GH_RCA_05610,train,cache_full,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_2265,run_1496,2025-10-07T22:05:16.927259,repo_396,develop,Rust,windows-latest,GCP,test,LOW,52.67,21873,2,CacheStorageError,runner cache volume is full,runner cache,N/A,"CacheStorageError: cache volume has no free space
##[error]Process completed with exit code 1.","2025-10-07T22:05:16Z ##[group]Run actions/checkout@v4
2025-10-07T22:05:16Z Environment variables loaded
2025-10-07T22:05:16Z ##[group]Run npm test
2025-10-07T22:05:16Z CacheStorageError: cache volume has no free space
2025-10-07T22:05:16Z ##[error]Process completed with exit code 1.
2025-10-07T22:05:16Z Post job cleanup.
2025-10-07T22:05:16Z attempt=2; elapsed_ms=44204; worker_slot=14","stage=test | language=Rust | error_type=CacheStorageError | error_message=runner cache volume is full | stack_trace=runner cache | failed_file=N/A | log=CacheStorageError: cache volume has no free space
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=44204; worker_slot=14",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=44204; worker_slot=14
GH_RCA_08557,train,merge_conflict,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_7143,run_17917,2025-12-17T23:40:16.927259,repo_45,feature-x,Python,macos-latest,AWS,test,CRITICAL,34.87,1190,3,MergeConflictError,automatic merge failed due to conflicts,checkout merge,N/A,"CONFLICT (content): Merge conflict in generated file
##[error]Process completed with exit code 1.","2025-12-17T23:40:16Z Post job cleanup started
2025-12-17T23:40:16Z Environment variables loaded
2025-12-17T23:40:16Z ##[group]Run go test ./...
2025-12-17T23:40:16Z CONFLICT (content): Merge conflict in generated file
2025-12-17T23:40:16Z ##[error]Process completed with exit code 1.
2025-12-17T23:40:16Z Post job cleanup.
2025-12-17T23:40:16Z attempt=3; elapsed_ms=44221; worker_slot=15","stage=test | language=Python | error_type=MergeConflictError | error_message=automatic merge failed due to conflicts | stack_trace=checkout merge | failed_file=N/A | log=CONFLICT (content): Merge conflict in generated file
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=44221; worker_slot=15",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=44221; worker_slot=15
GH_RCA_08063,train,third_party_action,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4629,run_31792,2026-01-23T15:07:16.927259,repo_212,main,Java,windows-latest,AWS,test,LOW,68.58,12887,1,ActionExecutionError,third-party action failed unexpectedly,third-party action,.github/workflows/ci.yml,"Error: action terminated unexpectedly
No additional diagnostics were provided
##[error]Process completed with exit code 1.","2026-01-23T15:07:16Z ##[group]Run actions/checkout@v4
2026-01-23T15:07:16Z Runner image initialized
2026-01-23T15:07:16Z ##[group]Run npm test
2026-01-23T15:07:16Z Error: action terminated unexpectedly
2026-01-23T15:07:16Z No additional diagnostics were provided
2026-01-23T15:07:16Z ##[error]Process completed with exit code 1.
2026-01-23T15:07:16Z Post job cleanup.
2026-01-23T15:07:16Z attempt=1; elapsed_ms=44238; worker_slot=16","stage=test | language=Java | error_type=ActionExecutionError | error_message=third-party action failed unexpectedly | stack_trace=third-party action | failed_file=.github/workflows/ci.yml | log=Error: action terminated unexpectedly
No additional diagnostics were provided
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=44238; worker_slot=16",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=44238; worker_slot=16
GH_RCA_03891,test,platform_incompatible,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9345,run_26115,2025-09-29T22:15:16.927259,repo_436,feature-x,NodeJS,ubuntu-latest,Azure,build,LOW,20.68,18802,1,PlatformCompatibilityError,fastapi does not support current OS,package installation,requirements.txt,"PlatformCompatibilityError: fastapi unsupported on this platform
##[error]Process completed with exit code 1.","2025-09-29T22:15:16Z Repository checkout completed
2025-09-29T22:15:16Z Post job cleanup started
2025-09-29T22:15:16Z ##[group]Run mvn test
2025-09-29T22:15:16Z PlatformCompatibilityError: fastapi unsupported on this platform
2025-09-29T22:15:16Z ##[error]Process completed with exit code 1.
2025-09-29T22:15:16Z Post job cleanup.
2025-09-29T22:15:16Z attempt=1; elapsed_ms=44255; worker_slot=17","stage=build | language=NodeJS | error_type=PlatformCompatibilityError | error_message=fastapi does not support current OS | stack_trace=package installation | failed_file=requirements.txt | log=PlatformCompatibilityError: fastapi unsupported on this platform
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=44255; worker_slot=17",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=44255; worker_slot=17
GH_RCA_05098,train,disk_full,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_2712,run_24652,2026-01-30T23:16:16.927259,repo_165,feature-x,NodeJS,windows-latest,AWS,build,MEDIUM,90.95,15681,4,DiskSpaceError,no space left on device,hosted runner,N/A,"write failed: no space left on device
Filesystem /dev/root 100% used
##[error]Process completed with exit code 1.","2026-01-30T23:16:16Z Workspace prepared
2026-01-30T23:16:16Z Post job cleanup started
2026-01-30T23:16:16Z ##[group]Run go test ./...
2026-01-30T23:16:16Z write failed: no space left on device
2026-01-30T23:16:16Z Filesystem /dev/root 100% used
2026-01-30T23:16:16Z ##[error]Process completed with exit code 1.
2026-01-30T23:16:16Z Post job cleanup.
2026-01-30T23:16:16Z attempt=4; elapsed_ms=44272; worker_slot=18","stage=build | language=NodeJS | error_type=DiskSpaceError | error_message=no space left on device | stack_trace=hosted runner | failed_file=N/A | log=write failed: no space left on device
Filesystem /dev/root 100% used
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=44272; worker_slot=18",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=44272; worker_slot=18
GH_RCA_07457,train,critical_vulnerability,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6578,run_20543,2025-11-15T21:37:16.927259,repo_411,feature-x,Python,ubuntu-latest,On-Prem,deploy,CRITICAL,73.21,21173,5,VulnerabilityGateFailed,critical dependency vulnerability exceeded threshold,security scan,package.json,"Severity: critical
Security gate failed
##[error]Process completed with exit code 1.","2025-11-15T21:37:16Z Workspace prepared
2025-11-15T21:37:16Z Previous step completed successfully
2025-11-15T21:37:16Z ##[group]Run mvn test
2025-11-15T21:37:16Z Severity: critical
2025-11-15T21:37:16Z Security gate failed
2025-11-15T21:37:16Z ##[error]Process completed with exit code 1.
2025-11-15T21:37:16Z Post job cleanup.
2025-11-15T21:37:16Z attempt=5; elapsed_ms=44289; worker_slot=19","stage=deploy | language=Python | error_type=VulnerabilityGateFailed | error_message=critical dependency vulnerability exceeded threshold | stack_trace=security scan | failed_file=package.json | log=Severity: critical
Security gate failed
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=44289; worker_slot=19",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=44289; worker_slot=19
GH_RCA_05342,train,node_unavailable,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8649,run_3590,2026-01-08T06:08:16.927259,repo_323,feature-x,Go,ubuntu-latest,On-Prem,deploy,LOW,26.17,1051,3,NodeUnavailable,assigned worker node became unavailable,self-hosted runner,N/A,"Runner lost communication with the server
##[error]Process completed with exit code 1.","2026-01-08T06:08:16Z Previous step completed successfully
2026-01-08T06:08:16Z Dependency cache restored
2026-01-08T06:08:16Z ##[group]Run security scan
2026-01-08T06:08:16Z Runner lost communication with the server
2026-01-08T06:08:16Z ##[error]Process completed with exit code 1.
2026-01-08T06:08:16Z Post job cleanup.
2026-01-08T06:08:16Z attempt=3; elapsed_ms=44306; worker_slot=20","stage=deploy | language=Go | error_type=NodeUnavailable | error_message=assigned worker node became unavailable | stack_trace=self-hosted runner | failed_file=N/A | log=Runner lost communication with the server
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=44306; worker_slot=20",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=44306; worker_slot=20
GH_RCA_08043,train,invalid_event_payload,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_3425,run_44931,2025-12-29T21:52:16.927259,repo_346,main,Python,ubuntu-latest,On-Prem,deploy,MEDIUM,83.73,16689,0,EventPayloadError,workflow event payload is missing required field,event parsing,.github/workflows/ci.yml,"EventPayloadError: pull_request.head.sha is missing
##[error]Process completed with exit code 1.","2025-12-29T21:52:16Z Previous step completed successfully
2025-12-29T21:52:16Z ##[group]Run actions/checkout@v4
2025-12-29T21:52:16Z ##[group]Run pytest
2025-12-29T21:52:16Z EventPayloadError: pull_request.head.sha is missing
2025-12-29T21:52:16Z ##[error]Process completed with exit code 1.
2025-12-29T21:52:16Z Post job cleanup.
2025-12-29T21:52:16Z attempt=0; elapsed_ms=44323; worker_slot=21","stage=deploy | language=Python | error_type=EventPayloadError | error_message=workflow event payload is missing required field | stack_trace=event parsing | failed_file=.github/workflows/ci.yml | log=EventPayloadError: pull_request.head.sha is missing
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=44323; worker_slot=21",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=44323; worker_slot=21
GH_RCA_04518,train,invalid_env_value,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9102,run_17532,2025-08-18T09:10:16.927259,repo_467,develop,Rust,ubuntu-latest,AWS,build,LOW,17.44,14187,4,ConfigurationValueError,PORT contains invalid value abc,environment setup,.github/workflows/test.yml,"ConfigurationValueError: PORT must be an integer
##[error]Process completed with exit code 1.","2025-08-18T09:10:16Z ##[group]Run actions/checkout@v4
2025-08-18T09:10:16Z Using hosted Ubuntu runner
2025-08-18T09:10:16Z ##[group]Run security scan
2025-08-18T09:10:16Z ConfigurationValueError: PORT must be an integer
2025-08-18T09:10:16Z ##[error]Process completed with exit code 1.
2025-08-18T09:10:16Z Post job cleanup.
2025-08-18T09:10:16Z attempt=4; elapsed_ms=44340; worker_slot=22","stage=build | language=Rust | error_type=ConfigurationValueError | error_message=PORT contains invalid value abc | stack_trace=environment setup | failed_file=.github/workflows/test.yml | log=ConfigurationValueError: PORT must be an integer
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=44340; worker_slot=22",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=44340; worker_slot=22
GH_RCA_02980,test,handshake_timeout,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_2889,run_36249,2025-08-26T21:39:16.927259,repo_26,develop,Java,windows-latest,GCP,build,LOW,10.97,30422,4,TLSHandshakeTimeout,TLS handshake timed out,TLS to registry.partner.local,N/A,"TLSHandshakeTimeout: handshake timed out
##[error]Process completed with exit code 1.","2025-08-26T21:39:16Z Artifact upload skipped after failure
2025-08-26T21:39:16Z Using hosted Ubuntu runner
2025-08-26T21:39:16Z ##[group]Run security scan
2025-08-26T21:39:16Z TLSHandshakeTimeout: handshake timed out
2025-08-26T21:39:16Z ##[error]Process completed with exit code 1.
2025-08-26T21:39:16Z Post job cleanup.
2025-08-26T21:39:16Z attempt=4; elapsed_ms=44357; worker_slot=23","stage=build | language=Java | error_type=TLSHandshakeTimeout | error_message=TLS handshake timed out | stack_trace=TLS to registry.partner.local | failed_file=N/A | log=TLSHandshakeTimeout: handshake timed out
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=44357; worker_slot=23",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=44357; worker_slot=23
GH_RCA_02841,validation,certificate_expired,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4947,run_34599,2026-01-02T19:31:16.927259,repo_162,develop,NodeJS,ubuntu-latest,AWS,build,LOW,57.02,30058,5,CertificateError,certificate for inventory-api.example.net has expired,TLS to inventory-api.example.net,N/A,"CertificateError: certificate has expired
##[error]Process completed with exit code 1.","2026-01-02T19:31:16Z Dependency cache restored
2026-01-02T19:31:16Z Runner image initialized
2026-01-02T19:31:16Z ##[group]Run cargo test
2026-01-02T19:31:16Z CertificateError: certificate has expired
2026-01-02T19:31:16Z ##[error]Process completed with exit code 1.
2026-01-02T19:31:16Z Post job cleanup.
2026-01-02T19:31:16Z attempt=5; elapsed_ms=44374; worker_slot=24","stage=build | language=NodeJS | error_type=CertificateError | error_message=certificate for inventory-api.example.net has expired | stack_trace=TLS to inventory-api.example.net | failed_file=N/A | log=CertificateError: certificate has expired
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=44374; worker_slot=24",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=44374; worker_slot=24
GH_RCA_01872,test,wrong_port,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4567,run_1863,2025-12-21T05:27:16.927259,repo_379,main,Java,macos-latest,AWS,test,LOW,71.58,12734,3,ConnectionRefusedError,test client connected to localhost:9999,src/test/java/com/acme/PaymentServiceTest.java:45,src/test/java/com/acme/PaymentServiceTest.java,"TEST_PORT=9999
ConnectionRefusedError: connection refused at localhost:9999
##[error]Process completed with exit code 1.","2025-12-21T05:27:16Z Workspace prepared
2025-12-21T05:27:16Z Repository checkout completed
2025-12-21T05:27:16Z ##[group]Run pytest
2025-12-21T05:27:16Z TEST_PORT=9999
2025-12-21T05:27:16Z ConnectionRefusedError: connection refused at localhost:9999
2025-12-21T05:27:16Z ##[error]Process completed with exit code 1.
2025-12-21T05:27:16Z Post job cleanup.
2025-12-21T05:27:16Z attempt=3; elapsed_ms=44391; worker_slot=25","stage=test | language=Java | error_type=ConnectionRefusedError | error_message=test client connected to localhost:9999 | stack_trace=src/test/java/com/acme/PaymentServiceTest.java:45 | failed_file=src/test/java/com/acme/PaymentServiceTest.java | log=TEST_PORT=9999
ConnectionRefusedError: connection refused at localhost:9999
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=44391; worker_slot=25",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=44391; worker_slot=25
GH_RCA_03085,train,module_missing,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1800,run_21318,2025-11-11T11:26:16.927259,repo_41,develop,Python,ubuntu-latest,AWS,build,HIGH,91.1,32258,0,ModuleNotFoundError,No module named 'tokio',dependency import,requirements.txt,"import tokio
ModuleNotFoundError: No module named '{pkg}'
##[error]Process completed with exit code 1.","2025-11-11T11:26:16Z Post job cleanup started
2025-11-11T11:26:16Z Workspace prepared
2025-11-11T11:26:16Z ##[group]Run kubectl rollout status
2025-11-11T11:26:16Z import tokio
2025-11-11T11:26:16Z ModuleNotFoundError: No module named '{pkg}'
2025-11-11T11:26:16Z ##[error]Process completed with exit code 1.
2025-11-11T11:26:16Z Post job cleanup.
2025-11-11T11:26:16Z attempt=0; elapsed_ms=44408; worker_slot=26","stage=build | language=Python | error_type=ModuleNotFoundError | error_message=No module named 'tokio' | stack_trace=dependency import | failed_file=requirements.txt | log=import tokio
ModuleNotFoundError: No module named '{pkg}'
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=44408; worker_slot=26",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=44408; worker_slot=26
GH_RCA_05385,train,out_of_memory,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4284,run_23159,2025-10-06T10:07:16.927259,repo_171,main,Go,ubuntu-latest,Azure,build,CRITICAL,26.04,21933,5,OutOfMemoryError,process killed after exceeding memory limit,hosted runner,N/A,"Memory usage: 7168 MB / 7168 MB
kernel: Out of memory: Killed process
Process completed with exit code 137
##[error]Process completed with exit code 1.","2025-10-06T10:07:16Z Repository checkout completed
2025-10-06T10:07:16Z Previous step completed successfully
2025-10-06T10:07:16Z ##[group]Run security scan
2025-10-06T10:07:16Z Memory usage: 7168 MB / 7168 MB
2025-10-06T10:07:16Z kernel: Out of memory: Killed process
2025-10-06T10:07:16Z Process completed with exit code 137
2025-10-06T10:07:16Z ##[error]Process completed with exit code 1.
2025-10-06T10:07:16Z Post job cleanup.
2025-10-06T10:07:16Z attempt=5; elapsed_ms=44425; worker_slot=27","stage=build | language=Go | error_type=OutOfMemoryError | error_message=process killed after exceeding memory limit | stack_trace=hosted runner | failed_file=N/A | log=Memory usage: 7168 MB / 7168 MB
kernel: Out of memory: Killed process
Process completed with exit code 137
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=44425; worker_slot=27",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=44425; worker_slot=27
GH_RCA_04445,train,missing_env_var,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9140,run_28069,2026-01-23T07:22:16.927259,repo_36,release,Python,windows-latest,Azure,test,CRITICAL,24.66,1092,2,MissingEnvironmentVariable,DATABASE_URL is not defined,environment setup,.github/workflows/test.yml,"Error: required environment variable DATABASE_URL is not defined
##[error]Process completed with exit code 1.","2026-01-23T07:22:16Z Environment variables loaded
2026-01-23T07:22:16Z Previous step completed successfully
2026-01-23T07:22:16Z ##[group]Run cargo test
2026-01-23T07:22:16Z Error: required environment variable DATABASE_URL is not defined
2026-01-23T07:22:16Z ##[error]Process completed with exit code 1.
2026-01-23T07:22:16Z Post job cleanup.
2026-01-23T07:22:16Z attempt=2; elapsed_ms=44442; worker_slot=28","stage=test | language=Python | error_type=MissingEnvironmentVariable | error_message=DATABASE_URL is not defined | stack_trace=environment setup | failed_file=.github/workflows/test.yml | log=Error: required environment variable DATABASE_URL is not defined
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=44442; worker_slot=28",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=44442; worker_slot=28
GH_RCA_03532,train,resolution_impossible,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8756,run_10342,2025-11-10T18:24:16.927259,repo_346,feature-x,Python,macos-latest,On-Prem,build,LOW,57.29,2679,3,DependencyResolutionError,could not resolve a compatible version set,dependency resolver,requirements.txt,"ERROR: ResolutionImpossible
##[error]Process completed with exit code 1.","2025-11-10T18:24:16Z Dependency cache restored
2025-11-10T18:24:16Z Environment variables loaded
2025-11-10T18:24:16Z ##[group]Run pytest
2025-11-10T18:24:16Z ERROR: ResolutionImpossible
2025-11-10T18:24:16Z ##[error]Process completed with exit code 1.
2025-11-10T18:24:16Z Post job cleanup.
2025-11-10T18:24:16Z attempt=3; elapsed_ms=44459; worker_slot=29","stage=build | language=Python | error_type=DependencyResolutionError | error_message=could not resolve a compatible version set | stack_trace=dependency resolver | failed_file=requirements.txt | log=ERROR: ResolutionImpossible
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=44459; worker_slot=29",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=44459; worker_slot=29
GH_RCA_06535,train,invalid_manifest,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_2189,run_37187,2025-11-16T04:19:16.927259,repo_66,release,NodeJS,macos-latest,Azure,deploy,LOW,24.76,13154,2,ManifestValidationError,deployment manifest contains invalid field,kubectl apply,deploy/kubernetes/deployment.yaml,"error validating data: unknown field 'containerPorts'
##[error]Process completed with exit code 1.","2025-11-16T04:19:16Z Environment variables loaded
2025-11-16T04:19:16Z Repository checkout completed
2025-11-16T04:19:16Z ##[group]Run cargo test
2025-11-16T04:19:16Z error validating data: unknown field 'containerPorts'
2025-11-16T04:19:16Z ##[error]Process completed with exit code 1.
2025-11-16T04:19:16Z Post job cleanup.
2025-11-16T04:19:16Z attempt=2; elapsed_ms=44476; worker_slot=30","stage=deploy | language=NodeJS | error_type=ManifestValidationError | error_message=deployment manifest contains invalid field | stack_trace=kubectl apply | failed_file=deploy/kubernetes/deployment.yaml | log=error validating data: unknown field 'containerPorts'
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=44476; worker_slot=30",deployment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=44476; worker_slot=30
GH_RCA_07020,train,dependency_malware,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1969,run_34284,2025-08-22T19:26:16.927259,repo_341,feature-x,C++,ubuntu-latest,AWS,build,HIGH,90.1,11342,2,MalwareDetection,malicious dependency detected,dependency scan,package.json,"MalwareDetection: package flagged as malicious
##[error]Process completed with exit code 1.","2025-08-22T19:26:16Z Previous step completed successfully
2025-08-22T19:26:16Z Artifact upload skipped after failure
2025-08-22T19:26:16Z ##[group]Run pytest
2025-08-22T19:26:16Z MalwareDetection: package flagged as malicious
2025-08-22T19:26:16Z ##[error]Process completed with exit code 1.
2025-08-22T19:26:16Z Post job cleanup.
2025-08-22T19:26:16Z attempt=2; elapsed_ms=44493; worker_slot=31","stage=build | language=C++ | error_type=MalwareDetection | error_message=malicious dependency detected | stack_trace=dependency scan | failed_file=package.json | log=MalwareDetection: package flagged as malicious
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=44493; worker_slot=31",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=44493; worker_slot=31
GH_RCA_03301,train,module_missing,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8506,run_17068,2026-02-01T13:26:16.927259,repo_204,release,Go,windows-latest,AWS,build,LOW,61.12,24434,2,ModuleNotFoundError,No module named 'axios',dependency import,requirements.txt,"import axios
ModuleNotFoundError: No module named '{pkg}'
##[error]Process completed with exit code 1.","2026-02-01T13:26:16Z Runner image initialized
2026-02-01T13:26:16Z Dependency cache restored
2026-02-01T13:26:16Z ##[group]Run mvn test
2026-02-01T13:26:16Z import axios
2026-02-01T13:26:16Z ModuleNotFoundError: No module named '{pkg}'
2026-02-01T13:26:16Z ##[error]Process completed with exit code 1.
2026-02-01T13:26:16Z Post job cleanup.
2026-02-01T13:26:16Z attempt=2; elapsed_ms=44510; worker_slot=32","stage=build | language=Go | error_type=ModuleNotFoundError | error_message=No module named 'axios' | stack_trace=dependency import | failed_file=requirements.txt | log=import axios
ModuleNotFoundError: No module named '{pkg}'
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=44510; worker_slot=32",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=44510; worker_slot=32
GH_RCA_03329,train,package_not_found,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_7229,run_20462,2025-09-23T13:58:16.927259,repo_233,develop,Java,windows-latest,GCP,build,MEDIUM,88.19,24830,2,PackageNotFoundError,package spring-core was not found,package registry,requirements.txt,"ERROR: No matching distribution found for spring-core
##[error]Process completed with exit code 1.","2025-09-23T13:58:16Z Environment variables loaded
2025-09-23T13:58:16Z Dependency cache restored
2025-09-23T13:58:16Z ##[group]Run go test ./...
2025-09-23T13:58:16Z ERROR: No matching distribution found for spring-core
2025-09-23T13:58:16Z ##[error]Process completed with exit code 1.
2025-09-23T13:58:16Z Post job cleanup.
2025-09-23T13:58:16Z attempt=2; elapsed_ms=44527; worker_slot=33","stage=build | language=Java | error_type=PackageNotFoundError | error_message=package spring-core was not found | stack_trace=package registry | failed_file=requirements.txt | log=ERROR: No matching distribution found for spring-core
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=44527; worker_slot=33",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=44527; worker_slot=33
GH_RCA_06489,train,ecs_task_failed,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_3041,run_9243,2026-02-09T19:09:16.927259,repo_48,feature-x,NodeJS,ubuntu-latest,AWS,deploy,MEDIUM,57.29,8262,4,TaskStartError,ECS task stopped before RUNNING,ECS deployment,deploy/ecs/task-definition.json,"Essential container in task exited
##[error]Process completed with exit code 1.","2026-02-09T19:09:16Z Workspace prepared
2026-02-09T19:09:16Z Using hosted Ubuntu runner
2026-02-09T19:09:16Z ##[group]Run security scan
2026-02-09T19:09:16Z Essential container in task exited
2026-02-09T19:09:16Z ##[error]Process completed with exit code 1.
2026-02-09T19:09:16Z Post job cleanup.
2026-02-09T19:09:16Z attempt=4; elapsed_ms=44544; worker_slot=34","stage=deploy | language=NodeJS | error_type=TaskStartError | error_message=ECS task stopped before RUNNING | stack_trace=ECS deployment | failed_file=deploy/ecs/task-definition.json | log=Essential container in task exited
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=44544; worker_slot=34",deployment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=44544; worker_slot=34
GH_RCA_07757,validation,unsigned_artifact,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1589,run_9244,2026-01-02T18:43:16.927259,repo_386,release,Python,ubuntu-latest,GCP,build,CRITICAL,31.04,585,1,ArtifactPolicyError,unsigned artifact blocked by policy,artifact policy,release/app.tar.gz,"ArtifactPolicyError: signature missing
##[error]Process completed with exit code 1.","2026-01-02T18:43:16Z Previous step completed successfully
2026-01-02T18:43:16Z Repository checkout completed
2026-01-02T18:43:16Z ##[group]Run cargo test
2026-01-02T18:43:16Z ArtifactPolicyError: signature missing
2026-01-02T18:43:16Z ##[error]Process completed with exit code 1.
2026-01-02T18:43:16Z Post job cleanup.
2026-01-02T18:43:16Z attempt=1; elapsed_ms=44561; worker_slot=35","stage=build | language=Python | error_type=ArtifactPolicyError | error_message=unsigned artifact blocked by policy | stack_trace=artifact policy | failed_file=release/app.tar.gz | log=ArtifactPolicyError: signature missing
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=44561; worker_slot=35",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=44561; worker_slot=35
GH_RCA_03055,train,binary_incompatible,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9779,run_37588,2025-11-28T21:22:16.927259,repo_43,main,Rust,windows-latest,Azure,build,HIGH,29.19,29930,5,BinaryCompatibilityError,pydantic is incompatible with current architecture,package installation,requirements.txt,"BinaryCompatibilityError: unsupported wheel for pydantic
##[error]Process completed with exit code 1.","2025-11-28T21:22:16Z Dependency cache restored
2025-11-28T21:22:16Z Workspace prepared
2025-11-28T21:22:16Z ##[group]Run mvn test
2025-11-28T21:22:16Z BinaryCompatibilityError: unsupported wheel for pydantic
2025-11-28T21:22:16Z ##[error]Process completed with exit code 1.
2025-11-28T21:22:16Z Post job cleanup.
2025-11-28T21:22:16Z attempt=5; elapsed_ms=44578; worker_slot=36","stage=build | language=Rust | error_type=BinaryCompatibilityError | error_message=pydantic is incompatible with current architecture | stack_trace=package installation | failed_file=requirements.txt | log=BinaryCompatibilityError: unsupported wheel for pydantic
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=44578; worker_slot=36",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=44578; worker_slot=36
