failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_01111,Azure DevOps,Go,deploy,Dependency Error,AssertionError,AssertionError: expected status 200 but got 500,internal/service/order_service.go line 84 in get_user_profile,FAILED internal/service/user_service_test.go::test_deploy_health - application returned internal server error,deploy | Dependency Error | AssertionError | AssertionError: expected status 200 but got 500 | internal/service/order_service.go line 84 in get_user_profile | FAILED internal/service/user_service_test.go::test_deploy_health - application returned internal server error,TRUE,application_defect
RCA_00228,GitLab CI,Rust,deploy,Resource Exhaustion,NameError,NameError: name 'total_amunt' is not defined,src/config.rs line 24 in process_order,FAILED tests/user_service_test.rs::test_payment_validation - undefined variable raised from application code,deploy | Resource Exhaustion | NameError | NameError: name 'total_amunt' is not defined | src/config.rs line 24 in process_order | FAILED tests/user_service_test.rs::test_payment_validation - undefined variable raised from application code,TRUE,application_defect
RCA_00287,Jenkins,Rust,deploy,Timeout,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 26,Workflow timed out during test execution,deploy | Timeout | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 26 | Workflow timed out during test execution,TRUE,test_script_issue
RCA_00276,CircleCI,Rust,deploy,Security Scan Failure,SyntaxError,SyntaxError: invalid syntax near 'return',src/order_service.rs line 84,ERROR collecting tests/user_service_test.rs::test_calculate_total - syntax error in source file | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Security Scan Failure | SyntaxError | SyntaxError: invalid syntax near 'return' | src/order_service.rs line 84 | ERROR collecting tests/user_service_test.rs::test_calculate_total - syntax error in source file | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_00206,GitHub Actions,Python,build,Deployment Failure,DeploymentError,DeploymentError: health check failed after deployment,deploy/health_check.py line 78,Service did not become healthy after deployment,build | Deployment Failure | DeploymentError | DeploymentError: health check failed after deployment | deploy/health_check.py line 78 | Service did not become healthy after deployment,FALSE,deployment_issue
RCA_00920,GitLab CI,Python,deploy,Configuration Error,AssertionError,AssertionError: expected status 200 but got 500,app/calculator.py line 62 in create_user,FAILED tests/test_user_service.py::test_create_user - application returned internal server error,deploy | Configuration Error | AssertionError | AssertionError: expected status 200 but got 500 | app/calculator.py line 62 in create_user | FAILED tests/test_user_service.py::test_create_user - application returned internal server error,TRUE,application_defect
RCA_00926,GitHub Actions,Go,deploy,Build Failure,AssertionError,AssertionError: expected status 200 but got 500,internal/config/config.go line 121 in process_order,FAILED internal/service/user_service_test.go::test_create_user - application returned internal server error,deploy | Build Failure | AssertionError | AssertionError: expected status 200 but got 500 | internal/config/config.go line 121 in process_order | FAILED internal/service/user_service_test.go::test_create_user - application returned internal server error,TRUE,test_script_issue
RCA_00636,CircleCI,Go,deploy,Timeout,NameError,NameError: name 'total_amunt' is not defined,internal/service/order_service.go line 123 in calculate_total,FAILED internal/service/user_service_test.go::test_apply_discount - undefined variable raised from application code,deploy | Timeout | NameError | NameError: name 'total_amunt' is not defined | internal/service/order_service.go line 123 in calculate_total | FAILED internal/service/user_service_test.go::test_apply_discount - undefined variable raised from application code,FALSE,test_script_issue
RCA_01197,GitHub Actions,Go,deploy,Build Failure,DNSResolutionError,Temporary failure in name resolution for host 'api.example.com',urllib3/connection.py line 30,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Build Failure | DNSResolutionError | Temporary failure in name resolution for host 'api.example.com' | urllib3/connection.py line 30 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,network_issue
RCA_00298,GitLab CI,Go,test,Configuration Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 37,Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Configuration Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 37 | Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_00567,CircleCI,Python,test,Build Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 81,Disk full while restoring cache or building image,test | Build Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 81 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00829,Azure DevOps,Go,test,Test Failure,DependencyResolutionError,Could not resolve dependency 'serde>=2.0.0',package_manager.py line 77,Dependency resolver failed during install step,test | Test Failure | DependencyResolutionError | Could not resolve dependency 'serde>=2.0.0' | package_manager.py line 77 | Dependency resolver failed during install step,FALSE,dependency_issue
RCA_00946,Jenkins,Java,build,Test Failure,KeyError,KeyError: 'GITHUB_TOKEN',app/config.py line 105 in load_config,Missing environment variable in CI runner,build | Test Failure | KeyError | KeyError: 'GITHUB_TOKEN' | app/config.py line 105 in load_config | Missing environment variable in CI runner,FALSE,deployment_issue
RCA_01333,GitLab CI,C++,test,Configuration Error,VersionConflict,Version conflict: required gin-gonic==2.0.0 but installed gin-gonic==1.4.0,dependency_check.py line 47,Dependency version mismatch in CI environment,test | Configuration Error | VersionConflict | Version conflict: required gin-gonic==2.0.0 but installed gin-gonic==1.4.0 | dependency_check.py line 47 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_01066,GitHub Actions,Go,deploy,Security Scan Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 98,Configuration file path does not exist in CI environment,deploy | Security Scan Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 98 | Configuration file path does not exist in CI environment,FALSE,application_defect
RCA_00416,Azure DevOps,Python,test,Network Error,AssertionError,AssertionError: expected status 200 but got 500,app/calculator.py line 69 in apply_discount,FAILED tests/test_calculator.py::test_deploy_health - application returned internal server error,test | Network Error | AssertionError | AssertionError: expected status 200 but got 500 | app/calculator.py line 69 in apply_discount | FAILED tests/test_calculator.py::test_deploy_health - application returned internal server error,TRUE,application_defect
RCA_00229,CircleCI,C++,test,Deployment Failure,AssertionError,AssertionError: expected status 200 but got 500,src/user_service.cpp line 104 in process_order,FAILED tests/test_order_service.cpp::test_calculate_total - application returned internal server error,test | Deployment Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/user_service.cpp line 104 in process_order | FAILED tests/test_order_service.cpp::test_calculate_total - application returned internal server error,TRUE,test_script_issue
RCA_01195,GitLab CI,Java,deploy,Test Failure,ImagePullBackOff,ImagePullBackOff: failed to pull image 'ghcr.io/org/payment-service:sha-1234',kubernetes/deploy.yaml line 136,Deployment failed because container image could not be pulled,deploy | Test Failure | ImagePullBackOff | ImagePullBackOff: failed to pull image 'ghcr.io/org/payment-service:sha-1234' | kubernetes/deploy.yaml line 136 | Deployment failed because container image could not be pulled,TRUE,deployment_issue
RCA_00195,Azure DevOps,Go,deploy,Dependency Error,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 45,Disk full while restoring cache or building image,deploy | Dependency Error | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 45 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00591,CircleCI,Rust,deploy,Configuration Error,DeploymentError,DeploymentError: health check failed after deployment,deploy/health_check.py line 79,Service did not become healthy after deployment,deploy | Configuration Error | DeploymentError | DeploymentError: health check failed after deployment | deploy/health_check.py line 79 | Service did not become healthy after deployment,TRUE,deployment_issue
RCA_00498,Azure DevOps,Java,deploy,Test Failure,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',src/main/java/com/demo/OrderService.java line 89 in get_user_profile,FAILED src/test/java/com/demo/UserServiceTest.java::test_payment_validation - type mismatch in business logic | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Test Failure | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | src/main/java/com/demo/OrderService.java line 89 in get_user_profile | FAILED src/test/java/com/demo/UserServiceTest.java::test_payment_validation - type mismatch in business logic | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_01261,GitHub Actions,NodeJS,deploy,Dependency Error,SyntaxError,SyntaxError: invalid syntax near 'return',src/utils/priceCalculator.js line 68,ERROR collecting tests/orderService.test.js::test_apply_discount - syntax error in source file,deploy | Dependency Error | SyntaxError | SyntaxError: invalid syntax near 'return' | src/utils/priceCalculator.js line 68 | ERROR collecting tests/orderService.test.js::test_apply_discount - syntax error in source file,TRUE,application_defect
RCA_00420,GitHub Actions,Go,build,Security Scan Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 129,Disk full while restoring cache or building image,build | Security Scan Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 129 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00854,Azure DevOps,C++,test,Build Failure,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 75,External API returned 503 during tests/test_user_service.cpp::test_payment_validation,test | Build Failure | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 75 | External API returned 503 during tests/test_user_service.cpp::test_payment_validation,FALSE,network_issue
RCA_00507,Azure DevOps,Java,build,Security Scan Failure,KeyError,KeyError: 'GITHUB_TOKEN',app/config.py line 80 in load_config,Missing environment variable in CI runner | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Security Scan Failure | KeyError | KeyError: 'GITHUB_TOKEN' | app/config.py line 80 in load_config | Missing environment variable in CI runner | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_01308,GitHub Actions,Java,test,Resource Exhaustion,SyntaxError,SyntaxError: invalid syntax near 'return',src/main/java/com/demo/OrderService.java line 134,ERROR collecting src/test/java/com/demo/OrderServiceTest.java::test_process_order - syntax error in source file,test | Resource Exhaustion | SyntaxError | SyntaxError: invalid syntax near 'return' | src/main/java/com/demo/OrderService.java line 134 | ERROR collecting src/test/java/com/demo/OrderServiceTest.java::test_process_order - syntax error in source file,FALSE,application_defect
RCA_01187,CircleCI,C++,test,Network Error,ConnectionTimeout,ConnectionTimeout: request timed out after 60 seconds,external_api_client.py line 135,External service call timed out while running tests/test_order_service.cpp::test_calculate_total | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Network Error | ConnectionTimeout | ConnectionTimeout: request timed out after 60 seconds | external_api_client.py line 135 | External service call timed out while running tests/test_order_service.cpp::test_calculate_total | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,network_issue
RCA_00982,Azure DevOps,Go,deploy,Test Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 78,Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Test Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 78 | Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_01313,Azure DevOps,Java,build,Deployment Failure,SyntaxError,SyntaxError: invalid syntax near 'return',src/main/java/com/demo/UserService.java line 18,ERROR collecting src/test/java/com/demo/UserServiceTest.java::test_payment_validation - syntax error in source file,build | Deployment Failure | SyntaxError | SyntaxError: invalid syntax near 'return' | src/main/java/com/demo/UserService.java line 18 | ERROR collecting src/test/java/com/demo/UserServiceTest.java::test_payment_validation - syntax error in source file,FALSE,application_defect
RCA_01362,Azure DevOps,Python,build,Deployment Failure,TimeoutError,TimeoutError: waiting for element '#submit-button' exceeded 10 seconds,tests/test_calculator.py line 42,FAILED tests/test_calculator.py::test_create_user - UI locator or wait condition is unstable,build | Deployment Failure | TimeoutError | TimeoutError: waiting for element '#submit-button' exceeded 10 seconds | tests/test_calculator.py line 42 | FAILED tests/test_calculator.py::test_create_user - UI locator or wait condition is unstable,FALSE,application_defect
RCA_00977,GitLab CI,Go,test,Test Failure,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',cmd/api/main.go line 9 in get_user_profile,FAILED internal/service/user_service_test.go::test_calculate_total - type mismatch in business logic,test | Test Failure | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | cmd/api/main.go line 9 in get_user_profile | FAILED internal/service/user_service_test.go::test_calculate_total - type mismatch in business logic,FALSE,application_defect
RCA_00046,Jenkins,NodeJS,test,Security Scan Failure,SyntaxError,SyntaxError: invalid syntax near 'return',src/routes/api.js line 128,ERROR collecting tests/orderService.test.js::test_api_response - syntax error in source file | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Security Scan Failure | SyntaxError | SyntaxError: invalid syntax near 'return' | src/routes/api.js line 128 | ERROR collecting tests/orderService.test.js::test_api_response - syntax error in source file | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_00181,Jenkins,Go,build,Timeout,TimeoutError,TimeoutError: waiting for element '.user-row' exceeded 10 seconds,internal/service/order_service_test.go line 43,FAILED internal/service/order_service_test.go::test_process_order - UI locator or wait condition is unstable,build | Timeout | TimeoutError | TimeoutError: waiting for element '.user-row' exceeded 10 seconds | internal/service/order_service_test.go line 43 | FAILED internal/service/order_service_test.go::test_process_order - UI locator or wait condition is unstable,TRUE,test_script_issue
RCA_00788,GitHub Actions,Java,deploy,Security Scan Failure,ConnectionTimeout,ConnectionTimeout: request timed out after 30 seconds,external_api_client.py line 121,External service call timed out while running src/test/java/com/demo/OrderServiceTest.java::test_deploy_health | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Security Scan Failure | ConnectionTimeout | ConnectionTimeout: request timed out after 30 seconds | external_api_client.py line 121 | External service call timed out while running src/test/java/com/demo/OrderServiceTest.java::test_deploy_health | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,deployment_issue
RCA_01311,Azure DevOps,Rust,deploy,Build Failure,AssertionError,AssertionError: assert 180 == 190,tests/order_service_test.rs line 135,FAILED tests/order_service_test.rs::test_apply_discount - expected value in test appears outdated,deploy | Build Failure | AssertionError | AssertionError: assert 180 == 190 | tests/order_service_test.rs line 135 | FAILED tests/order_service_test.rs::test_apply_discount - expected value in test appears outdated,FALSE,test_script_issue
RCA_01299,CircleCI,Go,build,Dependency Error,ImportError,ImportError: cannot import name 'apply_discounts' from application module,internal/service/user_service_test.go line 105,ERROR collecting internal/service/user_service_test.go::test_apply_discount - test imports old function name,build | Dependency Error | ImportError | ImportError: cannot import name 'apply_discounts' from application module | internal/service/user_service_test.go line 105 | ERROR collecting internal/service/user_service_test.go::test_apply_discount - test imports old function name,TRUE,test_script_issue
RCA_00942,GitLab CI,Go,build,Dependency Error,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 22,Workflow timed out during test execution,build | Dependency Error | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 22 | Workflow timed out during test execution,FALSE,infrastructure_resource_issue
RCA_01483,GitLab CI,C++,deploy,Deployment Failure,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',src/user_service.cpp line 12 in calculate_total,FAILED tests/test_user_service.cpp::test_create_user - type mismatch in business logic,deploy | Deployment Failure | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | src/user_service.cpp line 12 in calculate_total | FAILED tests/test_user_service.cpp::test_create_user - type mismatch in business logic,TRUE,application_defect
RCA_00335,GitLab CI,Go,test,Deployment Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 42,Disk full while restoring cache or building image,test | Deployment Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 42 | Disk full while restoring cache or building image,FALSE,test_script_issue
RCA_00272,CircleCI,Python,test,Test Failure,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 71,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Test Failure | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 71 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_00940,Azure DevOps,Rust,deploy,Resource Exhaustion,ModuleNotFoundError,ModuleNotFoundError: No module named 'junit',tests/user_service_test.rs line 107,ImportError while importing test module because dependency junit is missing,deploy | Resource Exhaustion | ModuleNotFoundError | ModuleNotFoundError: No module named 'junit' | tests/user_service_test.rs line 107 | ImportError while importing test module because dependency junit is missing,FALSE,dependency_issue
RCA_00935,Azure DevOps,Rust,test,Timeout,AssertionError,AssertionError: assert 180 == 190,tests/user_service_test.rs line 127,FAILED tests/user_service_test.rs::test_calculate_total - expected value in test appears outdated,test | Timeout | AssertionError | AssertionError: assert 180 == 190 | tests/user_service_test.rs line 127 | FAILED tests/user_service_test.rs::test_calculate_total - expected value in test appears outdated,TRUE,test_script_issue
RCA_00624,GitHub Actions,Python,build,Build Failure,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 118,External API returned 503 during tests/test_order_service.py::test_deploy_health,build | Build Failure | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 118 | External API returned 503 during tests/test_order_service.py::test_deploy_health,TRUE,network_issue
RCA_00749,Jenkins,C++,test,Build Failure,ImportError,ImportError: cannot import name 'get_user_profiles' from application module,tests/test_user_service.cpp line 9,ERROR collecting tests/test_user_service.cpp::test_create_user - test imports old function name,test | Build Failure | ImportError | ImportError: cannot import name 'get_user_profiles' from application module | tests/test_user_service.cpp line 9 | ERROR collecting tests/test_user_service.cpp::test_create_user - test imports old function name,TRUE,test_script_issue
RCA_00901,Jenkins,Java,deploy,Network Error,DNSResolutionError,Temporary failure in name resolution for host 'internal-api.company.local',urllib3/connection.py line 117,Max retries exceeded because DNS resolution failed,deploy | Network Error | DNSResolutionError | Temporary failure in name resolution for host 'internal-api.company.local' | urllib3/connection.py line 117 | Max retries exceeded because DNS resolution failed,TRUE,network_issue
RCA_00316,CircleCI,Python,build,Permission Error,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 57,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Permission Error | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 57 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_00403,GitLab CI,Java,test,Dependency Error,FixtureError,fixture 'sample_user' not found,src/test/java/com/demo/UserServiceTest.java line 91,ERROR at setup of src/test/java/com/demo/UserServiceTest.java::test_api_response - missing test fixture,test | Dependency Error | FixtureError | fixture 'sample_user' not found | src/test/java/com/demo/UserServiceTest.java line 91 | ERROR at setup of src/test/java/com/demo/UserServiceTest.java::test_api_response - missing test fixture,FALSE,test_script_issue
RCA_00512,Jenkins,Python,deploy,Dependency Error,NameError,NameError: name 'paylod' is not defined,app/order_service.py line 109 in apply_discount,FAILED tests/test_payment_service.py::test_api_response - undefined variable raised from application code,deploy | Dependency Error | NameError | NameError: name 'paylod' is not defined | app/order_service.py line 109 in apply_discount | FAILED tests/test_payment_service.py::test_api_response - undefined variable raised from application code,FALSE,application_defect
RCA_00328,Jenkins,NodeJS,test,Build Failure,AssertionError,AssertionError: expected status 200 but got 500,src/controllers/userController.js line 65 in get_user_profile,FAILED tests/priceCalculator.test.js::test_create_user - application returned internal server error,test | Build Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/controllers/userController.js line 65 in get_user_profile | FAILED tests/priceCalculator.test.js::test_create_user - application returned internal server error,FALSE,application_defect
RCA_00292,GitHub Actions,Python,test,Permission Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 107,External API returned 503 during tests/test_calculator.py::test_process_order,test | Permission Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 107 | External API returned 503 during tests/test_calculator.py::test_process_order,TRUE,network_issue
RCA_00221,Azure DevOps,NodeJS,test,Network Error,AssertionError,AssertionError: expected status 200 but got 500,src/utils/priceCalculator.js line 45 in calculate_total,FAILED tests/userController.test.js::test_apply_discount - application returned internal server error,test | Network Error | AssertionError | AssertionError: expected status 200 but got 500 | src/utils/priceCalculator.js line 45 in calculate_total | FAILED tests/userController.test.js::test_apply_discount - application returned internal server error,FALSE,application_defect
RCA_01468,GitHub Actions,Go,test,Security Scan Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 126,Disk full while restoring cache or building image,test | Security Scan Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 126 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00959,GitLab CI,Rust,build,Security Scan Failure,ImportError,ImportError: cannot import name 'validate_payments' from application module,tests/order_service_test.rs line 115,ERROR collecting tests/order_service_test.rs::test_payment_validation - test imports old function name,build | Security Scan Failure | ImportError | ImportError: cannot import name 'validate_payments' from application module | tests/order_service_test.rs line 115 | ERROR collecting tests/order_service_test.rs::test_payment_validation - test imports old function name,TRUE,test_script_issue
RCA_01303,CircleCI,C++,test,Network Error,AssertionError,AssertionError: expected status 200 but got 500,src/config.cpp line 20 in process_order,FAILED tests/test_user_service.cpp::test_process_order - application returned internal server error,test | Network Error | AssertionError | AssertionError: expected status 200 but got 500 | src/config.cpp line 20 in process_order | FAILED tests/test_user_service.cpp::test_process_order - application returned internal server error,FALSE,application_defect
RCA_01455,GitLab CI,NodeJS,test,Build Failure,KeyError,KeyError: 'SECRET_KEY',app/config.py line 50 in load_config,Missing environment variable in CI runner,test | Build Failure | KeyError | KeyError: 'SECRET_KEY' | app/config.py line 50 in load_config | Missing environment variable in CI runner,TRUE,deployment_issue
RCA_01499,Jenkins,NodeJS,deploy,Deployment Failure,FixtureError,fixture 'sample_user' not found,tests/priceCalculator.test.js line 125,ERROR at setup of tests/priceCalculator.test.js::test_api_response - missing test fixture,deploy | Deployment Failure | FixtureError | fixture 'sample_user' not found | tests/priceCalculator.test.js line 125 | ERROR at setup of tests/priceCalculator.test.js::test_api_response - missing test fixture,TRUE,test_script_issue
RCA_00084,GitLab CI,Rust,build,Build Failure,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 17,External service call timed out while running tests/user_service_test.rs::test_api_response,build | Build Failure | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 17 | External service call timed out while running tests/user_service_test.rs::test_api_response,TRUE,network_issue
RCA_01049,GitLab CI,C++,test,Security Scan Failure,SyntaxError,SyntaxError: invalid syntax near 'return',src/config.cpp line 39,ERROR collecting tests/test_order_service.cpp::test_process_order - syntax error in source file,test | Security Scan Failure | SyntaxError | SyntaxError: invalid syntax near 'return' | src/config.cpp line 39 | ERROR collecting tests/test_order_service.cpp::test_process_order - syntax error in source file,TRUE,application_defect
RCA_00254,Azure DevOps,Rust,test,Dependency Error,ModuleNotFoundError,ModuleNotFoundError: No module named 'gin-gonic',tests/user_service_test.rs line 6,ImportError while importing test module because dependency gin-gonic is missing,test | Dependency Error | ModuleNotFoundError | ModuleNotFoundError: No module named 'gin-gonic' | tests/user_service_test.rs line 6 | ImportError while importing test module because dependency gin-gonic is missing,FALSE,environment_config_issue
RCA_01130,Jenkins,NodeJS,test,Security Scan Failure,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',src/controllers/userController.js line 31 in create_user,FAILED tests/orderService.test.js::test_apply_discount - type mismatch in business logic,test | Security Scan Failure | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | src/controllers/userController.js line 31 in create_user | FAILED tests/orderService.test.js::test_apply_discount - type mismatch in business logic,FALSE,environment_config_issue
RCA_00096,Jenkins,NodeJS,build,Build Failure,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 15,CI runner cannot write to report output directory,build | Build Failure | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 15 | CI runner cannot write to report output directory,FALSE,dependency_issue
RCA_00168,Jenkins,Go,build,Test Failure,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 32,CI runner cannot write to report output directory,build | Test Failure | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 32 | CI runner cannot write to report output directory,FALSE,environment_config_issue
RCA_01177,GitHub Actions,Rust,deploy,Deployment Failure,AssertionError,AssertionError: expected status 200 but got 500,src/main.rs line 32 in apply_discount,FAILED tests/user_service_test.rs::test_process_order - application returned internal server error,deploy | Deployment Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/main.rs line 32 in apply_discount | FAILED tests/user_service_test.rs::test_process_order - application returned internal server error,TRUE,application_defect
RCA_01476,CircleCI,NodeJS,test,Deployment Failure,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 40,CI job exceeded memory limit during test execution,test | Deployment Failure | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 40 | CI job exceeded memory limit during test execution,TRUE,deployment_issue
RCA_01257,Jenkins,C++,test,Dependency Error,VersionConflict,Version conflict: required spring-core==2.0.0 but installed spring-core==1.4.0,dependency_check.py line 62,Dependency version mismatch in CI environment,test | Dependency Error | VersionConflict | Version conflict: required spring-core==2.0.0 but installed spring-core==1.4.0 | dependency_check.py line 62 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_01226,Azure DevOps,Python,deploy,Timeout,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 82,Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Timeout | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 82 | Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,infrastructure_resource_issue
RCA_01373,Jenkins,Rust,test,Test Failure,FixtureError,fixture 'sample_user' not found,tests/user_service_test.rs line 81,ERROR at setup of tests/user_service_test.rs::test_deploy_health - missing test fixture | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Test Failure | FixtureError | fixture 'sample_user' not found | tests/user_service_test.rs line 81 | ERROR at setup of tests/user_service_test.rs::test_deploy_health - missing test fixture | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_00169,Azure DevOps,Python,test,Configuration Error,AssertionError,AssertionError: assert 180 == 190,tests/test_order_service.py line 115,FAILED tests/test_order_service.py::test_calculate_total - expected value in test appears outdated,test | Configuration Error | AssertionError | AssertionError: assert 180 == 190 | tests/test_order_service.py line 115 | FAILED tests/test_order_service.py::test_calculate_total - expected value in test appears outdated,TRUE,test_script_issue
RCA_00197,GitLab CI,Python,build,Configuration Error,AssertionError,AssertionError: assert 180 == 190,tests/test_payment_service.py line 57,FAILED tests/test_payment_service.py::test_apply_discount - expected value in test appears outdated,build | Configuration Error | AssertionError | AssertionError: assert 180 == 190 | tests/test_payment_service.py line 57 | FAILED tests/test_payment_service.py::test_apply_discount - expected value in test appears outdated,TRUE,test_script_issue
RCA_00950,Azure DevOps,Rust,build,Resource Exhaustion,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 104,External API returned 503 during tests/order_service_test.rs::test_apply_discount | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Resource Exhaustion | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 104 | External API returned 503 during tests/order_service_test.rs::test_apply_discount | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,deployment_issue
RCA_01090,CircleCI,C++,build,Resource Exhaustion,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 95,External service call timed out while running tests/test_order_service.cpp::test_process_order | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Resource Exhaustion | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 95 | External service call timed out while running tests/test_order_service.cpp::test_process_order | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,network_issue
